,Timestamp,Money
656,2018-10-08,672783.6122692572
657,2018-08-13,665909.9432592001
658,2018-08-14,672292.6616290011
659,2018-08-15,664382.4842902413
660,2018-08-16,687185.4656774695
661,2018-08-17,690295.0015740774
662,2018-08-20,695313.7384387683
663,2018-08-21,698805.1745367376
664,2018-08-22,693949.9260463952
665,2018-08-23,690185.7874776956
666,2018-08-24,697605.0141761997
667,2018-08-27,712497.7418511743
668,2018-08-28,712825.2095723317
669,2018-08-29,716589.1790282943
670,2018-08-30,709388.3750673034
671,2018-08-31,708515.5133151861
672,2018-04-09,707860.9106430947
673,2018-05-09,708897.4189717972
674,2018-06-09,710915.8394915117
675,2018-07-09,706824.4023143917
676,2018-10-09,703551.2143859488
677,2018-11-09,709497.4200509477
678,2018-12-09,710697.5804114859
679,2018-09-13,719044.1067975608
680,2018-09-14,719644.2715341982
681,2018-09-17,714679.9726049611
682,2018-09-18,725208.566087336
683,2018-09-19,733446.0420345166
684,2018-09-20,747738.7740855904
685,2018-09-21,748175.1176776562
686,2018-09-24,738901.2916040097
687,2018-09-25,735137.1584905605
688,2018-09-26,729954.6059365468
689,2018-09-27,732518.5786894585
690,2018-09-28,733336.8333933849
691,2018-01-10,746047.6576295467
692,2018-02-10,750630.0454469225
693,2018-03-10,752703.0675595782
694,2018-04-10,743429.077828445
695,2018-05-10,732900.4843460699
696,2018-08-10,735682.5525215203
697,2018-09-10,732409.5337058138
698,2018-10-10,687840.0738048104
699,2018-11-10,656254.2115289425
700,2018-12-10,670023.0131000858
701,2018-10-15,675248.6060538676
702,2018-10-16,642120.0064148784
703,2018-10-17,637143.6519104771
704,2018-10-18,619909.9263045704
705,2018-10-19,623262.4487482663
706,2018-10-22,616557.4771956992
707,2018-10-23,609381.1670130298
708,2018-10-24,577794.815803583
709,2018-10-25,599428.6151502782
710,2018-10-26,582456.8153456072
711,2018-10-29,571666.1302528307
712,2018-10-30,593823.7026289711
713,2018-10-31,606866.8511341829
714,2018-01-11,620171.8521058063
715,2018-02-11,613519.3935256083
716,2018-05-11,624100.5034052648
717,2018-06-11,633267.4350103615
718,2018-07-11,662339.3917679356
719,2018-08-11,664015.6529897836
720,2018-09-11,653486.8151252167
721,2018-12-11,622738.5971457947
722,2018-11-13,616662.2674213599
723,2018-11-14,605400.1651254552
724,2018-11-15,617500.3954131829
725,2018-11-16,621848.1133276543
726,2018-11-19,599900.0375916078
727,2018-11-20,571823.2710666072
728,2018-11-21,572608.9698972886
729,2018-11-23,562970.69966209
730,2018-11-26,581723.4671030415
731,2018-11-27,587537.8762644425
732,2018-11-28,620748.0542963936
733,2018-11-29,619438.5038632406
734,2018-11-30,629495.8459516533
735,2018-03-12,646362.9393418909
736,2018-04-12,604457.2469079711
737,2018-06-12,599166.689349042
738,2018-07-12,570828.0022610077
739,2018-10-12,572923.3300978679
740,2018-11-12,570408.9356459952
741,2018-12-12,579052.0156486202
742,2018-12-13,581094.9090861371
743,2018-12-14,555689.5992537597
744,2018-12-17,529550.946417019
745,2018-12-18,534422.5159339616
746,2018-12-19,513783.9853928662
747,2018-12-20,490054.9367823368
748,2018-12-21,464911.5527511956
749,2018-12-24,433534.7767548689
750,2018-12-26,489112.1023760806
751,2018-12-27,502469.4539358197
752,2018-12-28,498383.6618225842
753,2018-12-31,512631.5757734899
754,2019-02-01,513469.70900351484
755,2019-03-01,478688.04949897295
756,2019-04-01,518288.8441211141
757,2019-07-01,523946.11246873834
758,2019-08-01,537355.8931896188
759,2019-09-01,542594.0949222303
760,2019-10-01,548251.3632698546
761,2019-11-01,547622.8052529499
762,2019-01-14,542698.8799096898
763,2019-01-15,551603.8071405243
764,2019-01-16,557994.4237307142
765,2019-01-17,568156.5455683845
766,2019-01-18,585180.7011993723
767,2019-01-22,569204.1702003013
768,2019-01-23,578213.8824185953
769,2019-01-24,576904.3319854424
770,2019-01-25,586961.6688356532
771,2019-01-28,574966.2235353847
772,2019-01-29,578161.5318304794
773,2019-01-30,601576.2202404297
774,2019-01-31,601261.9386128765
775,2019-01-02,603147.6964748183
776,2019-04-02,612786.0452830428
777,2019-05-02,621376.6961245262
778,2019-06-02,620905.1951101702
779,2019-07-02,610585.9324587232
780,2019-08-02,607547.8435504311
781,2019-11-02,605557.3007010301
782,2019-12-02,624362.429206501
783,2019-02-13,631014.9663597248
784,2019-02-14,627662.5224890548
785,2019-02-15,645943.7941538524
786,2019-02-19,646781.9273838773
787,2019-02-20,650396.2970557828
788,2019-02-21,645315.2361369475
789,2019-02-22,653905.960313255
790,2019-02-25,657677.4760371391
791,2019-02-26,655844.0740015146
792,2019-02-27,652334.4055058404
793,2019-02-28,649243.8874364062
794,2019-01-03,655215.510746408
795,2019-04-03,644005.6857037945
796,2019-05-03,643534.2632624649
797,2019-06-03,636619.8003080054
798,2019-07-03,625829.1204534306
799,2019-08-03,625305.3474239847
800,2019-11-03,636043.6766904441
801,2019-12-03,631329.247987278
802,2019-03-13,639134.1947598779
803,2019-03-14,640129.4688036793
804,2019-03-15,644319.9620931463
805,2019-03-18,647724.7617901333
806,2019-03-19,647148.6381725722
807,2019-03-20,638819.9183705265
808,2019-03-21,650815.2850977692
809,2019-03-22,626614.8978571377
810,2019-03-25,624521.4992886544
811,2019-03-26,617254.7359051185
812,2019-03-27,619084.548899238
813,2019-03-28,614013.4293643681
814,2019-03-29,603296.042877913
815,2019-01-04,586252.8817350797
816,2019-02-04,587248.3151126492
817,2019-03-04,588783.6708424785
818,2019-04-04,597599.6363123853
819,2019-05-04,599481.7221778226
820,2019-08-04,594826.0824894807
821,2019-09-04,586356.8521079738
822,2019-10-04,586802.5836103114
823,2019-11-04,585811.9657023426
824,2019-12-04,599035.9857226922
825,2019-04-15,597748.2151307622
826,2019-04-16,601314.2305916124
827,2019-04-17,601314.2305916124
828,2019-04-18,606415.6017822924
829,2019-04-22,603988.7780949953
830,2019-04-23,610972.2351511116
831,2019-04-24,608198.681328207
832,2019-04-25,601314.2305916124
833,2019-04-26,605325.9775548009
834,2019-04-29,605821.2865087858
835,2019-04-30,607554.7985086383
836,2019-01-05,599432.1447261758
837,2019-02-05,593142.1528940669
838,2019-03-05,603493.4691410109
839,2019-06-05,600026.4550468903
840,2019-07-05,576500.6912784511
841,2019-08-05,577194.156502459
842,2019-09-05,568594.3906642953
843,2019-10-05,561279.3798435684
844,2019-05-13,593158.8101814645
845,2019-05-14,581593.2857526129
846,2019-05-15,576106.9942749352
847,2019-05-16,565035.7533156909
848,2019-05-17,573536.9288080842
849,2019-05-20,577342.6288108823
850,2019-05-21,566963.4173298408
851,2019-05-22,572746.1029349254
852,2019-05-23,586782.9656312058
853,2019-05-24,580061.1137556527
854,2019-05-28,593158.8101814645
855,2019-05-29,604032.3792701855
856,2019-05-30,601066.9008667558
857,2019-05-31,619107.1354363563
