account_value,datadate,daily_return
1000000.0,20160104.0,
1000340.7828077177,20160105.0,0.0003407828077177655
999238.5367775705,20160106.0,-0.0011018705316137023
998826.9184599641,20160107.0,-0.0004119319886659589
998621.7113947291,20160108.0,-0.0002054480725763863
995701.7899734771,20160111.0,-0.0029239514702457114
996146.7928133364,20160112.0,0.0004469238122701835
994822.1138954948,20160113.0,-0.0013298029240251807
990589.0728263649,20160114.0,-0.004255073354324956
985810.3029097555,20160115.0,-0.004824169827529534
991739.6896834952,20160119.0,0.006014734027670832
993958.3392606749,20160120.0,0.0022371289565790153
1000850.2241103543,20160121.0,0.006933776374174583
1002346.6141589778,20160122.0,0.0014951188625187406
1004467.4716150288,20160125.0,0.0021158922732837926
1002752.2848270686,20160126.0,-0.0017075583196362043
1002789.0043538044,20160127.0,3.661874152904865e-05
1001774.795431098,20160128.0,-0.001011388156733961
999668.5911284692,20160129.0,-0.002102472843432235
996358.0110568348,20160201.0,-0.003311677590967621
1003592.9252461012,20160202.0,0.007261359982033255
1003592.9252461012,20160203.0,0.0
986286.220859084,20160204.0,-0.01724474530624376
1001260.8673949236,20160205.0,0.015182860937463127
997210.2767210543,20160208.0,-0.004045489847623873
988515.7003131598,20160209.0,-0.008718899725425278
982657.8949278308,20160210.0,-0.00592585973442139
981841.2379211931,20160211.0,-0.0008310695012506697
981841.2379211931,20160212.0,0.0
981841.2379211931,20160216.0,0.0
982354.09553294,20160217.0,0.0005223427087179822
984489.8954856916,20160218.0,0.0021741650617264074
981122.4389738304,20160219.0,-0.0034205089633753127
974968.3392156516,20160222.0,-0.006272509437879603
976666.8469417351,20160223.0,0.001742115777267017
979345.0859602116,20160224.0,0.002742223744834682
982828.7552071492,20160225.0,0.0035571417030413333
982036.049990362,20160226.0,-0.0008065547661150196
981681.2304059012,20160229.0,-0.0003613101417858644
985901.5228940988,20160301.0,0.004299045716146033
983253.441151982,20160302.0,-0.0026859495402170586
978095.5476513349,20160303.0,-0.00524574162141167
978095.5476513349,20160304.0,0.0
969301.3497567223,20160307.0,-0.008991143979470873
961898.7322643282,20160308.0,-0.007637065082238936
947592.897443752,20160309.0,-0.0148724957635612
940936.959819194,20160310.0,-0.007024047607905426
941451.8010757893,20160311.0,0.0005471580760247896
946979.383593335,20160314.0,0.00587133883139801
930120.3068261944,20160315.0,-0.017803002957855862
942148.3429365909,20160316.0,0.01293169928892235
922118.2463596972,20160317.0,-0.021260024206444683
923316.7092773349,20160318.0,0.001299684636291376
907195.9601250731,20160321.0,-0.017459609460419245
913849.2177560524,20160322.0,0.007333870435293877
930154.6901161448,20160323.0,0.017842628787416714
919233.7225014295,20160324.0,-0.011741023004842033
939077.7354352457,20160328.0,0.021587559777307197
938139.1041180184,20160329.0,-0.0009995246206025987
938139.1041180184,20160330.0,0.0
938139.1041180184,20160331.0,0.0
938139.1041180184,20160401.0,0.0
938139.1041180184,20160404.0,0.0
938139.1041180184,20160405.0,0.0
937869.9581180186,20160406.0,-0.0002868934882027663
933558.9481180186,20160407.0,-0.004596596748498771
927377.0271180187,20160408.0,-0.00662188607635561
929024.1231180191,20160411.0,0.0017760802260964326
925964.7751180191,20160412.0,-0.003293077029832281
914712.0131180187,20160413.0,-0.012152473077138515
930958.1051180188,20160414.0,0.017760881859003153
944337.6550280188,20160415.0,0.014371806675772758
957604.8304367763,20160418.0,0.014049186049203799
951501.6503749294,20160419.0,-0.0063733806136536675
950258.6349879359,20160420.0,-0.0013063722869043337
963145.21060773,20160421.0,0.013561124461613172
954410.5007036338,20160422.0,-0.009068943922365236
956681.0150966787,20160425.0,0.002378970465403585
966113.4105407587,20160426.0,0.009859498929355004
962939.3857774416,20160427.0,-0.003285354212752889
957809.7735647265,20160428.0,-0.005327035417264203
978205.410247298,20160429.0,0.021294036922033133
979254.1596543924,20160502.0,0.0010721157295883188
985529.3831956873,20160503.0,0.006408166337031007
985529.3831956873,20160504.0,0.0
991252.8803365164,20160505.0,0.005807535765468552
983433.0947281242,20160506.0,-0.007888789796744455
986468.6148140463,20160509.0,0.003086656430614898
982907.6030304659,20160510.0,-0.003609858164876023
994337.5786475041,20160511.0,0.011628738634025915
995339.1279388879,20160512.0,0.0010072527810385257
995999.2107760827,20160513.0,0.0006631738054563296
1001921.0443009422,20160516.0,0.005945620700085863
1012789.8326422062,20160517.0,0.010847948950755137
1016772.4666923095,20160518.0,0.003932340078605545
1016821.7224501772,20160519.0,4.844324515196341e-05
1012766.0130505336,20160520.0,-0.003988614041280258
1006404.3851023931,20160523.0,-0.006281439015690116
1010161.7132184879,20160524.0,0.0037334178703052334
1011712.2023173623,20160525.0,0.0015348919668856098
1018005.1025539194,20160526.0,0.006220049755397916
1023300.8759674777,20160527.0,0.005202108909152292
1022866.1194163993,20160531.0,-0.00042485701057115577
1029389.5322728588,20160601.0,0.006377582298044526
1024544.0782780792,20160602.0,-0.004707114112653787
1024544.0782780792,20160603.0,0.0
1018480.5099828144,20160606.0,-0.005918308859347077
1005583.3166630787,20160607.0,-0.012663171453279332
1008610.5275348608,20160608.0,0.0030104028394459803
1008913.8508883823,20160609.0,0.00030073387619977687
1018605.9925985051,20160610.0,0.009606510706130722
1033183.6986024668,20160613.0,0.014311427686355405
1032077.684562752,20160614.0,-0.001070491182943445
1028710.8949364469,20160615.0,-0.003262147488181988
1031244.1050049906,20160616.0,0.0024625092249073166
1031119.9625615763,20160617.0,-0.0001203812393320014
1032060.714964358,20160620.0,0.0009123597999640687
1026864.0758412572,20160621.0,-0.005035206793313707
